id,Machine failure,Probability
136429,0,0.9977708523122928
136430,0,0.9988165645889312
136431,0,0.9976604959861635
136432,0,0.9969368944950875
136433,0,0.996101351903682
136434,0,0.9981335956878269
136435,0,0.9973253156476983
136436,0,0.9934818592593181
136437,0,0.9974336760769087
136438,0,0.9982563028494637
136439,0,0.9975992951350818
136440,0,0.9979988898621018
136441,0,0.9989727336843105
136442,0,0.998009012849396
136443,0,0.9961907915163632
136444,0,0.994817286588955
136445,0,0.9989161440574525
136446,1,0.9954122014638919
136447,0,0.9975715980334718
136448,0,0.9973446588266773
136449,0,0.9943011667005699
136450,0,0.9965757911306122
136451,0,0.9802305640089273
136452,0,0.9787175488269688
136453,0,0.9963912532478769
136454,0,0.9983772624479204
136455,0,0.9976815953754706
136456,0,0.9922325722089123
136457,0,0.9948493683137227
136458,0,0.9949190300200881
136459,0,0.9974316652538172
136460,0,0.9972324600839467
136461,0,0.9988807333181509
136462,0,0.9869228924534876
136463,0,0.9979511079891988
136464,0,0.9959473031794699
136465,0,0.9985561218722319
136466,0,0.9981513696553974
136467,0,0.9986797801069236
136468,0,0.9975929530641138
136469,0,0.9984121526925651
136470,0,0.9972349541924419
136471,0,0.9937443754080211
136472,0,0.9950126661316998
136473,0,0.9972240838731433
136474,0,0.9967086672105248
136475,0,0.99715684751932
136476,0,0.9922644310160519
136477,0,0.997367066335082
136478,0,0.9985702643612303
136479,0,0.9983684696544195
136480,0,0.993606510759928
136481,0,0.9981358847328251
136482,0,0.9712731772738541
136483,0,0.9972488163944604
136484,0,0.9989603979867654
136485,0,0.9986447914526728
136486,0,0.9972817016614729
136487,0,0.9985945565013724
136488,0,0.9968954997312418
136489,0,0.9989564815718255
136490,0,0.9751510000847531
136491,0,0.9970368406396618
136492,0,0.9972713692412136
136493,0,0.9965603707877597
136494,0,0.999015083676819
136495,0,0.9974342719142124
136496,0,0.9941497455183784
136497,0,0.9974171770536342
136498,0,0.9897684673994492
136499,0,0.9989038899363636
136500,0,0.9994222010797247
136501,0,0.9979668492956071
136502,0,0.9909209253867305
136503,0,0.9974362762859266
136504,0,0.9983246842738637
136505,0,0.9984966264844128
136506,0,0.9969399449560113
136507,0,0.9992842660452529
136508,0,0.9991492213711064
136509,0,0.9967417709416846
136510,0,0.998687967256924
136511,0,0.9917881536906725
136512,0,0.9990266667923401
136513,0,0.9949358468665007
136514,0,0.9979315293615113
136515,0,0.9977836665195519
136516,0,0.9964866418191418
136517,0,0.9981058386850155
136518,0,0.9979015740050737
136519,0,0.998002065274172
136520,0,0.9983769843023047
136521,0,0.997955237141197
136522,0,0.9973934207386391
136523,0,0.9989614038607287
136524,0,0.9985975982717104
136525,0,0.9947627512117656
136526,0,0.9955441719960683
136527,0,0.9945598255685326
136528,0,0.9981880338390883
136529,0,0.9946751647044887
136530,0,0.9976301366721553
136531,0,0.9960971941263675
136532,0,0.9972708628406675
136533,0,0.997342652026746
136534,0,0.9990731170151802
136535,0,0.9959498389246969
136536,0,0.9977721019494665
136537,0,0.9990244199922299
136538,0,0.9927279640001059
136539,0,0.9982748768607561
136540,0,0.9983325790447306
136541,0,0.9988948594568778
136542,0,0.9967688487262883
136543,0,0.9919801885464218
136544,0,0.9975452320158875
136545,0,0.9933077527111948
136546,0,0.9993714359154571
136547,0,0.9968666717825094
136548,0,0.9977278520150806
136549,0,0.9981559401978314
136550,0,0.9946275614134946
136551,0,0.9975154168170324
136552,0,0.9974737434849706
136553,0,0.9987404317982217
136554,0,0.9957582393236517
136555,0,0.9845886782523606
136556,0,0.9895085363282148
136557,0,0.9937869370527851
136558,0,0.9957678313241239
136559,0,0.9975956188329713
136560,0,0.9954167286544678
136561,0,0.9869620938531585
136562,0,0.9973865264534294
136563,0,0.997812453932234
136564,0,0.998801690024981
136565,0,0.9879555511334409
136566,0,0.9986768366333741
136567,0,0.994432252822635
136568,0,0.9964335004919146
136569,0,0.9967548341639996
136570,0,0.9991146493063097
136571,0,0.9957896099379835
136572,0,0.9954709037011009
136573,0,0.9982220411060254
136574,0,0.9941423861826961
136575,0,0.9984979492631106
136576,0,0.9960595292649278
136577,0,0.9958273855506308
136578,0,0.9986267026526644
136579,0,0.9936660599806838
136580,0,0.9985678183384931
136581,0,0.9987236183291638
136582,0,0.9986373781498027
136583,0,0.9987826392311279
136584,0,0.9978670919831196
136585,0,0.9947072620543425
136586,0,0.9607138895574279
136587,0,0.9988906298274778
136588,0,0.9953581087537058
136589,0,0.9971175344032376
136590,0,0.9984359329420603
136591,0,0.9965616326310259
136592,0,0.9882616234347579
136593,0,0.9936635100893136
136594,0,0.9991941639142202
136595,0,0.9986202011355436
136596,0,0.9987058243909585
136597,0,0.9986274448473634
136598,0,0.9950906946377334
136599,0,0.9978063172993347
136600,0,0.9972782147715262
136601,0,0.9966746173222284
136602,0,0.9952357649345098
136603,0,0.996644411694737
136604,0,0.9988553632708171
136605,0,0.9944364577671441
136606,0,0.9972965627472761
136607,0,0.996949348675846
136608,0,0.99751501603216
136609,0,0.9953733239931876
136610,0,0.9951193078698897
136611,0,0.998423347914717
136612,0,0.997669990502743
136613,0,0.9968094750089309
136614,0,0.999106122522332
136615,0,0.9989953068473054
136616,0,0.9984618938037088
136617,0,0.9915394334014463
136618,0,0.9983339581486136
136619,0,0.9976351523800625
136620,0,0.9979025013257674
136621,0,0.9961894965684326
136622,0,0.9978198969293852
136623,0,0.9988813038845363
136624,0,0.9982889865054968
136625,0,0.9962808267098229
136626,0,0.9992933711290614
136627,0,0.9976761128124293
136628,0,0.997488594018812
136629,0,0.9995628464867542
136630,0,0.9988566071581321
136631,0,0.9940736814129401
136632,0,0.9968685146668307
136633,0,0.9983303870048013
136634,0,0.9980251324325174
136635,0,0.9903512655494289
136636,0,0.9895917547487247
136637,0,0.9964975102429933
136638,1,0.9978270071482304
136639,0,0.995431667261904
136640,0,0.9900465745797716
136641,0,0.9977782246507783
136642,0,0.9983692253264261
136643,0,0.9728934808181502
136644,0,0.9988368794988678
136645,0,0.9982501844801484
136646,0,0.998415068755439
136647,0,0.9924453732511407
136648,0,0.9821310553903704
136649,0,0.9984308639635929
136650,0,0.9950180554314556
136651,0,0.9991323767931022
136652,1,0.9851806609350425
136653,0,0.9982140258744718
136654,0,0.9984066051413657
136655,0,0.9941145033691461
136656,0,0.995923458065717
136657,0,0.9954432404576966
136658,0,0.9983937294640421
136659,0,0.9975257766373914
136660,0,0.9983561515120047
136661,0,0.9964705686763373
136662,0,0.9871855059472323
136663,0,0.9969018878743139
136664,0,0.9860095953671815
136665,0,0.9984457378268577
136666,0,0.9995114231948207
136667,0,0.9876125138151296
136668,0,0.996394030299987
136669,0,0.9975672787942536
136670,0,0.9954829322905098
136671,0,0.9975705828379989
136672,0,0.9982112617285129
136673,0,0.9981264465050235
136674,0,0.9988691512099814
136675,0,0.9970981270487848
136676,0,0.9972376604857487
136677,0,0.9955097291260036
136678,0,0.9984000583053286
136679,0,0.9972196521763493
136680,0,0.9919606405686626
136681,0,0.9976630459447231
136682,0,0.9980992580804381
136683,0,0.9972690412382307
136684,0,0.9964101452571246
136685,0,0.9819849867866973
136686,0,0.9968346288171758
136687,0,0.9932743587364989
136688,0,0.9942921755077662
136689,0,0.992364943064058
136690,0,0.9972858597407793
136691,0,0.9904051500327431
136692,0,0.9974088791469503
136693,0,0.9992612959657163
136694,0,0.9988152803512325
136695,0,0.9982699762525784
136696,0,0.994583813590131
